ts,ambient_temp,ambient_humidity,ambient_city,zap_temperatura,zap_velocidad_tambor,zap_velocidad_chip,zap_alimentacion,sec_temperatura,sec_humedad,sec_velocidad_aire,sec_estado,can_velocidad_molino,can_tamano_particula,can_estado,cam1_temperatura,cam1_humedad,cam1_co2,cam1_carga_kg,cam1_dias,cam1_ventilador,cam2_temperatura,cam2_humedad,cam2_co2,cam2_carga_kg,cam2_dias,cam2_ventilador,cam3_temperatura,cam3_humedad,cam3_co2,cam3_carga_kg,cam3_dias,cam3_ventilador,cam4_temperatura,cam4_humedad,cam4_co2,cam4_carga_kg,cam4_dias,cam4_ventilador
2026-05-19T00:00:01.623158+00:00,8.4,75.0,Córdoba,433.7,15.0,33.0,1,94.44,19.07,2.5,1,60.0,5.66,1,21.33,74.07,454.3,0.0,0.0,0,36.23,69.64,3200.0,0.0,0.0,1,34.61,77.86,3100.0,0.0,0.0,1,32.6,80.3,3050.0,0.0,0.0,1
2026-05-19T00:00:11.624238+00:00,8.4,75.0,Córdoba,434.35,15.0,33.0,1,94.35,18.83,2.5,1,60.0,5.73,1,19.5,74.29,427.6,0.0,0.0,0,35.92,69.5,3200.0,0.0,0.0,1,34.01,77.73,3100.0,0.0,0.0,1,32.57,80.36,3050.0,0.0,0.0,1
2026-05-19T00:00:21.624894+00:00,8.4,75.0,Córdoba,433.14,15.0,33.0,1,94.23,18.58,2.5,1,60.0,5.77,1,18.58,74.46,421.7,0.0,0.0,0,35.98,69.85,3200.0,0.0,0.0,1,33.91,77.78,3100.0,0.0,0.0,1,32.96,79.88,3050.0,0.0,0.0,1
2026-05-19T00:00:31.625956+00:00,8.4,75.0,Córdoba,431.32,15.0,33.0,1,94.24,19.03,2.5,1,60.0,5.74,1,17.7,74.63,420.4,0.0,0.0,0,35.6,69.77,3200.0,0.0,0.0,1,33.63,77.79,3100.0,0.0,0.0,1,33.05,80.19,3050.0,0.0,0.0,1
2026-05-19T00:00:41.627085+00:00,8.4,75.0,Córdoba,433.46,15.0,33.0,1,94.66,19.08,2.5,1,60.0,5.86,1,17.1,74.67,420.1,0.0,0.0,0,35.74,70.37,3200.0,0.0,0.0,1,34.05,77.83,3100.0,0.0,0.0,1,33.04,80.22,3050.0,0.0,0.0,1
2026-05-19T00:00:51.628270+00:00,10.7,82.0,"Oberá, Provincia de Misiones, Argentina",433.61,15.0,33.0,1,94.88,18.85,2.5,1,60.0,5.78,1,23.51,74.32,3031.0,200.0,0.002,1,35.93,70.45,3200.0,0.0,0.0,1,34.07,77.78,3100.0,0.0,0.0,1,33.17,79.79,3050.0,0.0,0.0,1
2026-05-19T00:01:01.629112+00:00,10.7,82.0,"Oberá, Provincia de Misiones, Argentina",431.67,15.0,33.0,1,95.13,18.66,2.5,1,60.0,5.77,1,28.48,74.28,3031.0,200.0,0.006,1,36.06,70.43,3200.0,0.0,0.0,1,33.67,77.97,3100.0,0.0,0.0,1,32.51,79.76,3050.0,0.0,0.0,1
2026-05-19T00:01:11.629811+00:00,10.7,82.0,"Oberá, Provincia de Misiones, Argentina",433.82,15.0,33.0,1,96.92,19.32,2.5,1,60.0,5.8,1,31.34,74.67,3031.0,200.0,0.009,1,35.9,70.4,3200.0,0.0,0.0,1,34.03,77.86,3100.0,0.0,0.0,1,32.1,80.11,3050.0,0.0,0.0,1
2026-05-19T00:01:21.631243+00:00,10.7,82.0,"Oberá, Provincia de Misiones, Argentina",432.3,15.0,33.0,1,94.84,18.77,2.5,1,60.0,5.83,1,33.36,74.57,3031.0,200.0,0.013,1,36.06,70.13,3200.0,0.0,0.0,1,33.77,78.13,3100.0,0.0,0.0,1,32.56,80.04,3050.0,0.0,0.0,1
2026-05-19T00:01:31.631733+00:00,10.7,82.0,"Oberá, Provincia de Misiones, Argentina",434.77,15.0,33.0,1,93.72,19.02,2.5,1,60.0,5.79,1,34.53,74.69,3031.0,200.0,0.016,1,36.22,69.96,3200.0,0.0,0.0,1,33.95,78.0,3100.0,0.0,0.0,1,32.48,79.76,3050.0,0.0,0.0,1
