ts,ambient_temp,ambient_humidity,ambient_city,zap_temperatura,zap_velocidad_tambor,zap_velocidad_chip,zap_alimentacion,sec_temperatura,sec_humedad,sec_velocidad_aire,sec_estado,can_velocidad_molino,can_tamano_particula,can_estado,cam1_temperatura,cam1_humedad,cam1_co2,cam1_carga_kg,cam1_dias,cam1_ventilador,cam2_temperatura,cam2_humedad,cam2_co2,cam2_carga_kg,cam2_dias,cam2_ventilador,cam3_temperatura,cam3_humedad,cam3_co2,cam3_carga_kg,cam3_dias,cam3_ventilador,cam4_temperatura,cam4_humedad,cam4_co2,cam4_carga_kg,cam4_dias,cam4_ventilador
2026-05-18T23:46:01.408831+00:00,13.6,77.0,"Posadas, Misiones, Argentina",439.88,15.0,30.0,1,91.27,27.39,2.5,1,60.0,5.91,1,37.77,70.45,3000.0,0.0,0.0,1,38.83,65.45,3200.0,0.0,0.0,1,36.67,73.65,3100.0,0.0,0.0,1,35.85,75.54,3050.0,0.0,0.0,1
2026-05-18T23:46:06.410034+00:00,13.6,77.0,"Posadas, Misiones, Argentina",431.23,15.0,30.0,1,94.39,22.1,2.5,1,60.0,5.84,1,36.75,72.44,3000.0,0.0,0.0,1,37.74,67.56,3200.0,0.0,0.0,1,35.78,75.31,3100.0,0.0,0.0,1,34.8,77.2,3050.0,0.0,0.0,1
2026-05-18T23:46:11.411380+00:00,13.6,77.0,"Posadas, Misiones, Argentina",428.32,15.0,30.0,1,95.2,20.08,2.5,1,60.0,5.89,1,35.76,73.56,3000.0,0.0,0.0,1,37.09,68.15,3200.0,0.0,0.0,1,35.0,76.16,3100.0,0.0,0.0,1,33.7,77.96,3050.0,0.0,0.0,1
2026-05-18T23:46:16.413736+00:00,13.6,77.0,"Posadas, Misiones, Argentina",430.12,15.0,30.0,1,94.8,19.56,2.5,1,60.0,5.79,1,35.33,74.22,3000.0,0.0,0.0,1,36.38,68.78,3200.0,0.0,0.0,1,34.7,76.81,3100.0,0.0,0.0,1,33.68,78.68,3050.0,0.0,0.0,1
2026-05-18T23:46:21.414639+00:00,13.6,77.0,"Posadas, Misiones, Argentina",431.07,15.0,30.0,1,94.81,19.6,2.5,1,60.0,5.78,1,35.14,74.65,3000.0,0.0,0.0,1,36.36,69.32,3200.0,0.0,0.0,1,34.7,77.18,3100.0,0.0,0.0,1,33.25,79.45,3050.0,0.0,0.0,1
2026-05-18T23:46:26.415500+00:00,13.6,77.0,"Posadas, Misiones, Argentina",429.4,15.0,30.0,1,94.69,19.52,2.5,1,60.0,5.89,1,35.18,74.82,3000.0,0.0,0.0,1,36.27,69.64,3200.0,0.0,0.0,1,34.18,77.67,3100.0,0.0,0.0,1,33.1,80.04,3050.0,0.0,0.0,1
2026-05-18T23:46:31.416411+00:00,13.6,77.0,"Posadas, Misiones, Argentina",430.44,15.0,30.0,1,95.53,19.29,2.5,1,60.0,5.79,1,35.12,74.83,3000.0,0.0,0.0,1,36.19,69.71,3200.0,0.0,0.0,1,33.73,77.73,3100.0,0.0,0.0,1,32.87,80.07,3050.0,0.0,0.0,1
2026-05-18T23:46:36.417011+00:00,13.6,77.0,"Posadas, Misiones, Argentina",430.23,15.0,30.0,1,94.64,19.04,2.5,1,60.0,5.72,1,35.05,75.04,3000.0,0.0,0.0,1,36.1,69.94,3200.0,0.0,0.0,1,33.99,77.79,3100.0,0.0,0.0,1,33.1,80.44,3050.0,0.0,0.0,1
2026-05-18T23:46:41.417709+00:00,13.6,77.0,"Posadas, Misiones, Argentina",430.01,15.0,30.0,1,94.82,19.24,2.5,1,60.0,5.69,1,35.12,74.84,3000.0,0.0,0.0,1,35.79,70.12,3200.0,0.0,0.0,1,34.03,78.03,3100.0,0.0,0.0,1,33.1,80.27,3050.0,0.0,0.0,1
2026-05-18T23:46:46.418928+00:00,13.6,77.0,"Posadas, Misiones, Argentina",431.62,15.0,30.0,1,94.55,19.33,2.5,1,60.0,5.86,1,34.74,75.18,3000.0,0.0,0.0,1,35.49,69.97,3200.0,0.0,0.0,1,33.81,78.26,3100.0,0.0,0.0,1,33.03,80.07,3050.0,0.0,0.0,1
